Id,SalePrice
1930,131700.0
1931,137320.0
1932,148370.0
1933,186040.0
1934,167340.0
1935,182300.0
1936,187200.0
1937,186978.5
1938,171602.2
1939,246246.1
1940,195140.0
1941,170273.2
1942,208030.0
1943,197980.0
1944,312156.4
1945,364742.6
1946,207450.0
1947,292938.7
1948,162700.0
1949,234492.8
1950,191990.0
1951,253722.2
1952,252782.8
1953,164119.0
1954,220750.0
1955,146800.0
1956,289059.0
1957,164590.0
1958,336680.0
1959,139890.0
1960,121050.0
1961,122670.0
1962,92840.0
1963,102030.0
1964,115140.0
1965,154375.8
1966,169514.5
1967,307346.4
1968,404949.8
1969,391654.4
1970,432579.6
1971,432894.7
1972,347440.0
1973,276734.9
1974,339462.4
1975,411135.0
1976,270950.0
1977,377776.6
1978,363929.0
1979,299543.3
1980,184599.2
1981,345500.3
1982,221900.0
1983,214250.0
1984,171300.0
1985,221450.0
1986,224037.8
1987,178193.0
1988,182140.0
1989,189100.0
1990,224000.0
1991,210230.9
1992,197730.0
1993,163830.0
1994,223747.0
1995,175030.0
1996,305690.0
1997,337289.2
1998,362610.0
1999,248990.0
2000,306375.0
2001,272587.9
2002,245840.0
2003,264282.0
2004,287499.3
2005,239269.3
2006,220358.0
2007,249328.5
2008,200948.0
2009,202480.0
2010,191750.0
2011,157310.0
2012,170650.9
2013,194660.0
2014,203050.0
2015,193566.5
2016,197510.0
2017,203770.0
2018,121900.0
2019,134240.0
2020,115873.7
2021,106500.0
2022,186640.0
2023,146995.0
2024,223340.0
2025,407002.0
2026,186062.5
2027,149000.0
2028,172450.0
2029,165915.8
2030,285846.1
2031,270890.0
2032,269150.0
2033,278640.0
2034,165210.0
2035,223130.0
2036,201556.1
2037,214956.1
2038,299626.1
2039,222880.0
2040,390985.4
2041,256250.0
2042,206450.0
2043,170533.4
2044,165465.0
2045,240690.0
2046,137880.0
2047,156120.0
2048,133065.0
2049,133490.0
2050,186320.0
2051,109560.0
2052,147695.0
2053,149555.0
2054,84855.0
2055,172900.0
2056,128230.0
2057,123590.0
2058,236027.0
2059,138542.5
2060,178440.0
2061,203840.0
2062,137410.0
2063,119650.0
2064,140620.0
2065,119140.0
2066,181013.2
2067,130116.0
2068,143310.0
2069,93890.0
2070,108180.0
2071,78330.0
2072,141840.0
2073,138735.0
2074,181230.0
2075,143630.0
2076,113800.0
2077,152385.0
2078,123565.0
2079,120343.4
2080,131800.0
2081,120090.0
2082,147825.8
2083,147483.4
2084,118280.0
2085,134065.0
2086,123470.0
2087,124800.0
2088,106750.8
2089,94890.0
2090,147950.0
2091,141960.0
2092,144430.0
2093,141620.0
2094,138099.5
2095,142125.0
2096,83190.0
2097,92350.0
2098,160980.4
2099,62651.1
2100,137990.0
2101,130893.4
2102,147050.0
2103,101200.0
2104,129623.4
2105,143207.1
2106,74380.4
2107,215447.9
2108,122530.0
2109,119040.0
2110,134405.0
2111,160190.0
2112,132650.0
2113,114040.4
2114,114150.0
2115,154415.0
2116,108550.0
2117,147986.8
2118,115640.0
2119,115645.0
2120,106260.0
2121,115690.0
2122,108975.0
2123,84750.0
2124,195800.0
2125,141700.0
2126,170499.0
2127,147178.4
2128,148405.0
2129,96450.0
2130,137665.8
2131,151220.0
2132,105330.0
2133,118480.0
2134,108140.0
2135,96340.0
2136,68050.0
2137,110750.0
2138,139119.0
2139,153330.0
2140,136450.0
2141,144690.0
2142,140052.5
2143,144125.0
2144,132540.0
2145,136240.0
2146,149070.0
2147,176950.0
2148,118693.4
2149,135790.0
2150,216864.0
2151,137390.0
2152,185710.0
2153,174290.0
2154,118050.0
2155,135205.0
2156,227940.0
2157,242497.8
2158,231187.0
2159,229200.0
2160,169283.2
2161,254229.5
2162,448746.4
2163,344350.5
2164,262723.0
2165,199850.0
2166,149390.0
2167,234422.2
2168,221210.0
2169,198440.0
2170,226490.0
2171,151000.0
2172,146490.0
2173,175070.0
2174,251719.9
2175,298830.0
2176,347130.4
2177,230129.9
2178,229200.0
2179,139150.0
2180,194450.0
2181,188315.2
2182,233920.2
2183,194765.2
2184,141850.0
2185,134900.0
2186,144633.7
2187,154330.0
2188,160233.7
2189,190610.0
2190,88150.0
2191,94190.0
2192,89200.0
2193,108840.0
2194,96450.0
2195,122215.0
2196,113800.0
2197,119265.0
2198,147563.0
2199,162015.0
2200,125847.5
2201,128430.0
2202,211985.0
2203,151938.7
2204,192195.0
2205,119000.0
2206,137080.0
2207,259300.0
2208,228350.0
2209,207840.0
2210,122890.0
2211,125595.0
2212,111750.0
2213,95740.0
2214,160590.0
2215,106820.0
2216,148213.4
2217,73768.6
2218,86060.0
2219,67529.3
2220,91937.5
2221,298207.3
2222,233685.0
2223,269322.0
2224,221810.0
2225,130750.6
2226,176430.0
2227,206840.0
2228,287860.7
2229,247525.0
2230,146511.9
2231,212804.5
2232,190500.0
2233,171950.0
2234,248600.0
2235,180740.0
2236,257980.0
2237,366455.4
2238,237848.0
2239,109920.0
2240,171889.0
2241,148285.0
2242,133780.0
2243,143675.8
2244,91090.0
2245,101060.0
2246,145830.0
2247,99850.0
2248,126340.0
2249,125350.0
2250,131250.0
2251,123880.0
2252,172450.0
2253,161286.4
2254,167819.0
2255,203700.0
2256,185840.0
2257,196850.0
2258,171509.7
2259,187300.0
2260,153605.0
2261,202720.0
2262,205846.1
2263,329226.1
2264,458613.6
2265,163570.0
2266,280399.3
2267,374438.0
2268,394390.5
2269,164513.2
2270,192030.0
2271,248750.0
2272,215960.0
2273,174650.0
2274,167260.0
2275,189048.0
2276,178769.5
2277,195860.0
2278,150090.0
2279,119250.0
2280,128450.0
2281,164040.0
2282,164292.2
2283,100900.0
2284,106050.0
2285,153125.0
2286,136200.0
2287,316446.3
2288,271915.8
2289,409738.2
2290,408209.8
2291,390462.2
2292,421413.3
2293,419067.5
2294,404197.4
2295,431365.6
2296,271101.7
2297,322323.5
2298,320671.6
2299,381349.2
2300,328858.7
2301,295871.3
2302,229700.0
2303,231117.0
2304,265330.5
2305,176210.0
2306,179710.0
2307,173625.0
2308,213950.0
2309,289815.3
2310,220600.0
2311,199350.0
2312,184543.0
2313,170599.0
2314,172593.0
2315,170558.7
2316,199100.0
2317,172023.2
2318,170977.2
2319,172528.5
2320,168827.9
2321,259149.3
2322,166395.0
2323,186213.4
2324,173220.0
2325,213208.0
2326,173266.5
2327,219711.0
2328,215240.0
2329,183700.0
2330,175480.0
2331,350144.1
2332,397792.5
2333,334921.3
2334,251590.0
2335,268470.0
2336,343340.0
2337,209732.2
2338,288924.0
2339,233190.0
2340,416510.6
2341,199140.0
2342,225712.8
2343,207400.0
2344,216167.8
2345,247695.8
2346,204490.0
2347,208320.8
2348,236867.8
2349,179434.9
2350,319970.9
2351,258234.1
2352,245299.3
2353,219849.0
2354,141600.0
2355,153988.0
2356,155832.7
2357,203420.0
2358,219140.0
2359,120370.0
2360,126200.0
2361,137125.0
2362,268262.0
2363,144225.0
2364,153630.0
2365,217700.0
2366,200920.0
2367,214500.0
2368,185303.5
2369,224537.0
2370,165380.0
2371,156486.4
2372,186729.4
2373,275650.0
2374,304490.0
2375,242650.0
2376,286018.6
2377,329340.0
2378,143730.0
2379,188000.0
2380,139780.0
2381,164540.0
2382,192390.0
2383,204050.0
2384,237734.0
2385,151220.0
2386,139080.0
2387,140325.0
2388,102800.0
2389,132150.0
2390,138645.0
2391,132050.0
2392,108650.0
2393,163529.0
2394,149170.0
2395,199810.0
2396,156925.0
2397,206200.0
2398,126530.0
2399,63750.0
2400,60630.0
2401,104380.0
2402,137170.0
2403,140703.4
2404,152505.0
2405,157605.0
2406,139800.0
2407,123112.0
2408,137280.0
2409,140470.0
2410,179490.0
2411,123530.0
2412,166750.0
2413,138260.0
2414,130780.0
2415,138730.0
2416,122700.0
2417,131480.0
2418,130480.0
2419,143415.0
2420,126365.0
2421,161250.0
2422,127935.0
2423,149780.0
2424,178580.0
2425,186790.0
2426,129590.4
2427,157925.0
2428,183736.5
2429,113275.0
2430,134350.0
2431,113000.0
2432,133150.0
2433,144690.0
2434,152258.2
2435,166240.0
2436,100430.0
2437,101468.3
2438,128800.0
2439,119100.0
2440,111470.0
2441,108015.0
2442,106200.0
2443,114590.0
2444,131550.0
2445,87240.0
2446,137450.0
2447,246416.5
2448,132730.0
2449,109550.0
2450,165390.0
2451,126043.4
2452,237940.0
2453,105820.0
2454,119279.6
2455,100650.0
2456,164540.0
2457,115725.0
2458,118620.0
2459,114290.0
2460,135240.0
2461,117030.4
2462,133290.0
2463,113940.8
2464,172610.0
2465,122426.6
2466,118817.5
2467,138623.9
2468,93900.0
2469,102675.0
2470,196190.0
2471,202982.5
2472,163240.0
2473,116190.0
2474,123119.2
2475,233640.0
2476,113800.0
2477,122880.0
2478,170200.0
2479,116465.0
2480,144825.0
2481,133060.0
2482,133705.0
2483,115900.0
2484,123925.0
2485,133840.0
2486,160470.0
2487,172170.0
2488,158650.0
2489,152790.0
2490,155740.0
2491,90350.0
2492,189010.0
2493,118295.0
2494,174890.0
2495,100875.0
2496,228840.0
2497,164605.0
2498,108655.0
2499,103300.0
2500,122525.0
2501,137342.5
2502,176280.0
2503,104840.4
2504,205900.0
2505,226277.7
2506,264866.7
2507,354338.3
2508,270329.1
2509,226970.0
2510,234729.0
2511,192728.5
2512,212357.8
2513,226920.0
2514,263916.2
2515,140150.0
2516,159533.2
2517,143575.0
2518,146785.0
2519,217140.0
2520,208310.0
2521,192300.0
2522,226047.8
2523,122640.0
2524,138580.0
2525,144715.0
2526,137625.0
2527,117200.0
2528,124575.0
2529,126392.5
2530,116105.0
2531,260777.2
2532,231379.9
2533,207310.0
2534,234223.0
2535,308936.3
2536,239680.0
2537,226375.0
2538,192500.0
2539,186675.0
2540,169439.7
2541,177323.5
2542,157244.0
2543,134900.0
2544,125350.0
2545,118340.0
2546,155715.0
2547,143860.0
2548,141845.8
2549,173993.2
2550,376719.4
2551,152320.0
2552,113078.3
2553,85910.0
2554,129741.3
2555,113650.0
2556,105706.6
2557,115880.0
2558,159535.8
2559,139140.0
2560,124230.4
2561,140160.0
2562,139838.7
2563,153013.8
2564,166690.0
2565,121070.0
2566,181322.5
2567,137350.0
2568,191300.0
2569,197195.0
2570,128000.0
2571,189850.0
2572,204700.0
2573,225150.0
2574,325056.0
2575,121470.0
2576,148340.0
2577,165490.0
2578,87450.0
2579,96900.0
2580,141023.4
2581,143200.0
2582,102900.0
2583,284211.5
2584,164673.2
2585,179533.2
2586,222810.0
2587,204340.0
2588,155425.0
2589,143835.0
2590,215914.0
2591,217343.2
2592,210471.2
2593,270119.3
2594,181431.7
2595,206590.0
2596,362740.4
2597,190774.0
2598,259634.0
2599,345892.0
2600,141436.4
2601,138800.0
2602,95400.0
2603,95080.0
2604,92290.0
2605,97100.0
2606,146850.0
2607,167838.5
2608,196520.0
2609,176300.0
2610,106640.0
2611,175055.0
2612,152940.0
2613,126225.0
2614,122203.3
2615,144530.0
2616,140890.0
2617,195210.0
2618,200720.0
2619,225600.0
2620,193450.0
2621,178211.7
2622,198100.0
2623,247751.3
2624,241619.5
2625,339656.5
2626,167589.0
2627,201330.0
2628,407739.4
2629,474088.9
2630,400659.5
2631,450370.9
2632,412069.9
2633,304472.6
2634,413170.9
2635,155160.0
2636,193123.2
2637,175250.0
2638,257319.5
2639,192490.0
2640,155150.0
2641,103565.0
2642,175920.0
2643,116500.0
2644,143690.0
2645,87400.0
2646,89100.0
2647,98967.5
2648,138170.0
2649,151765.0
2650,153250.0
2651,153374.0
2652,421868.4
2653,255263.0
2654,261664.6
2655,409578.1
2656,366703.5
2657,322521.9
2658,298490.0
2659,323817.9
2660,326816.7
2661,349776.3
2662,403160.0
2663,296902.4
2664,282506.1
2665,302123.0
2666,287317.2
2667,168957.7
2668,180585.0
2669,170526.5
2670,306726.9
2671,178538.0
2672,178812.5
2673,216495.0
2674,199614.3
2675,172216.0
2676,182150.0
2677,193530.0
2678,242047.0
2679,295650.0
2680,281400.0
2681,401458.1
2682,336703.9
2683,520291.8
2684,300596.3
2685,374437.0
2686,257635.4
2687,264307.4
2688,224648.6
2689,199690.0
2690,429180.8
2691,185399.0
2692,144440.0
2693,207794.8
2694,145793.5
2695,190150.0
2696,179233.5
2697,195145.0
2698,203430.0
2699,178156.4
2700,167576.4
2701,158192.2
2702,130975.0
2703,131525.8
2704,146465.0
2705,127850.0
2706,114250.0
2707,127100.0
2708,135965.0
2709,116800.0
2710,132300.0
2711,283219.0
2712,369487.0
2713,169225.0
2714,147845.2
2715,164190.0
2716,180024.0
2717,185866.5
2718,245675.1
2719,167220.0
2720,180205.0
2721,145850.0
2722,167858.4
2723,145725.0
2724,129010.0
2725,137860.0
2726,148252.5
2727,190060.0
2728,171140.0
2729,160488.7
2730,149220.0
2731,126180.0
2732,121275.0
2733,162325.0
2734,150350.0
2735,132050.0
2736,151878.7
2737,121915.0
2738,137100.0
2739,158700.0
2740,135750.0
2741,142815.0
2742,140775.0
2743,150390.0
2744,144052.5
2745,135073.5
2746,126125.0
2747,155178.7
2748,116840.0
2749,129455.0
2750,131375.0
2751,126625.0
2752,240250.0
2753,153945.0
2754,202990.0
2755,120950.4
2756,89380.0
2757,69961.1
2758,91450.0
2759,154113.7
2760,131017.4
2761,148145.0
2762,153383.2
2763,194590.0
2764,200700.0
2765,255375.0
2766,178447.0
2767,83000.0
2768,149505.8
2769,151995.0
2770,155765.0
2771,123040.0
2772,118370.0
2773,167560.0
2774,147590.0
2775,128770.0
2776,148180.0
2777,151930.0
2778,117940.0
2779,143190.0
2780,104390.0
2781,103988.3
2782,105400.0
2783,119250.0
2784,133445.0
2785,139190.0
2786,71840.0
2787,118905.0
2788,85125.0
2789,201602.5
2790,92150.0
2791,116450.0
2792,67481.1
2793,189880.0
2794,98975.4
2795,109200.4
2796,100378.3
2797,189450.0
2798,120729.2
2799,118440.0
2800,66533.3
2801,107950.0
2802,148150.0
2803,201253.2
2804,139445.1
2805,97700.0
2806,94620.0
2807,141920.0
2808,156290.0
2809,135140.0
2810,133880.0
2811,163350.0
2812,141970.0
2813,157198.7
2814,158460.0
2815,103256.1
2816,244020.0
2817,134525.0
2818,134030.0
2819,174750.0
2820,144075.0
2821,114990.0
2822,179008.7
2823,217797.0
2824,190470.0
2825,156500.0
2826,132735.0
2827,141350.0
2828,219937.0
2829,175087.8
2830,247352.7
2831,202130.0
2832,237984.2
2833,285098.7
2834,224190.0
2835,210780.0
2836,199735.0
2837,178870.0
2838,150510.0
2839,197425.5
2840,203160.0
2841,210330.0
2842,224380.0
2843,163440.0
2844,157900.0
2845,123055.0
2846,218320.0
2847,205950.0
2848,216771.1
2849,215779.9
2850,285471.3
2851,238097.0
2852,241031.5
2853,228222.5
2854,136650.0
2855,203813.4
2856,209474.9
2857,201395.0
2858,204081.4
2859,149860.0
2860,125095.0
2861,137673.3
2862,208730.0
2863,119250.0
2864,262432.4
2865,148700.0
2866,145400.0
2867,104605.0
2868,99607.6
2869,132515.8
2870,173270.0
2871,110970.4
2872,58301.1
2873,115525.0
2874,177330.0
2875,112050.4
2876,157070.0
2877,154853.7
2878,160180.0
2879,148400.0
2880,104720.4
2881,149278.5
2882,176510.0
2883,156490.0
2884,190800.0
2885,178078.7
2886,224750.0
2887,101275.0
2888,116310.0
2889,56160.4
2890,81780.0
2891,140740.0
2892,50763.3
2893,114450.4
2894,70005.0
2895,295153.8
2896,290105.4
2897,196250.0
2898,164700.0
2899,248380.0
2900,151945.0
2901,181400.0
2902,190854.0
2903,367188.1
2904,355289.1
2905,133690.0
2906,224760.0
2907,118550.0
2908,128750.0
2909,155590.0
2910,87540.0
2911,95400.0
2912,148725.0
2913,101640.0
2914,88890.0
2915,84040.0
2916,100990.0
2917,153940.0
2918,121270.0
2919,236209.0
